职位名称,招聘部门,薪资,地区,工作经验,学历,工作性质,职位诱惑,职位描述,工作地址,公司信息
资深/高级数据产品经理（对...,松果出行产品研发部-增长组招聘,30k-40k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
基础架构 技术挑战","
核心业务体系 技术挑战

公司介绍
愿景：大县域统一出行平台。
国内首款顺风车产品“天天用车”的联合创始人，我们重新定义“拼车”的用户人群和使用场景。
“松果”是我们团队为4亿县域市场用户提供出行服务的品牌，重新定义“共享出行”。
本人创业老兵，干过硬仗，创始团队商业判断及成长迭代能力一流水平，欢迎找我了解业务，也欢迎约饭和推荐人才！更多机会搜索我们公司其他同事发的岗位。


岗位描述
1、负责规划、设计大数据平台产品，完成需求探索、持续迭代、产品规划和设计工作
2、制定产品规划和阶段目标，监督产品开发计划，形成可运用的大数据应用产品；
3、能够根据业务表面现象，深入了解和分析业务需求及痛点，挖掘到用户深层的需求，并沉淀为产品持续服务用户；
4、产品化的方式解决业务问题，与业务，算法，数据，产品，技术开发团队密切合作，协同推进产品持续有效更迭；

职位要求：
1、5年以上数据平台建设经验（对标阿里P6及以上）；
2、了解Hadoop/Hive/HBase/Spark/Storm等相关技术栈；
2、良好的数据思维、分析能力、逻辑思维能力，SQL等技能必备，有算法和技术背景更优；
3、要有很强的业务敏感度和商业嗅觉，能够结合当前业务诉求和数据发现新的机会，以往有成功经验更佳；
4、良好的协调能力，自我驱动力，面对各类项目中的复杂问题，能够处理得得心应手；
5、有用户标签系统、营销系统、数据门户或相关商业产品设计和运营经验优先。","北京 - 朝阳区 - 望京 - 望京南东煌大厦
","松果出行
消费生活
C轮
险峰、蓝驰等(C轮)，百度、红杉资本(C轮)，红杉资本(B轮)，创新工场(A轮)
150-500人
https://songguo7.com"
资深大数据产品经理,掌门1对1在线教育产品部招聘,20k-35k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
14薪 独角兽 E轮融资","
【职位描述】：
1.      负责掌门1对1平台数据产品的需求整理、原型设计以及产品的快速迭代；搭建数据指标体系，保证数据指标口径统一和数据准确性；
2.      深入理解业务数据，参与数据模型的设计，包括数据平台、数据产品、数据服务开发，与开发团队一起，规划和完善数据分析平台，满足业务决策和业务分析在应用数据过程中的功能述诉求；
3.      完成所负责数据产品线的业务规划、功能逻辑设计、竞品分析、数据验证、产品运营、效果分析，协调产品开发、测试进行迭代优化和问题评估；
4.      根据用户对数据的应用场景，抽象出功能模块及功能依赖关系，制定功能优先级，负责推进数据产品迭代和产品进度； 
5.      执行UAT验证，跟踪上线产品的数据效果、用户反馈，收集和主动挖掘改进需求，根据业务需要持续改进产品，提升产品价值。 
【任职资格】
1.      本科及以上学历，统计学、数学、计算机专业优先；
2.      5年以上数据产品相关经验；熟悉BI/ DW原理和实施，有BI项目经历，有数据仓库构建和使用经验者优先；
3.      优秀的交互设计能力和数据可视化设计能力，精通Axure RP等产品设计工具，对数据敏感，有良好的沟通协调能力、逻辑思维能力和产品执行力；
4.      熟悉Hadoop(HDFS/MapReduce/Hive)、Spark、HBase、Storm、Kafka、Flume等框架技术，有大数据产品、报表平台、数据仓库规划建设经验者优先。","上海 - 虹口区 - 四平路 - 海伦路地铁站 1号口 金融街 D座6楼
","掌门1对1在线教育
移动互联网,教育
D轮及以上
华平投资，元生资本(D轮及以上)，投资方为影视明星任泉、李冰冰、黄晓明、章子怡和黄渤共同出资组建的明星风险投资机构StarVC，(C轮)，华兴资本旗下华晟资本(C轮)，达晨创投融资已完成。发展势头强劲(B轮)，顺为资本，青松基金(A轮)，青松基金(天使轮)
2000人以上
http://www.zhangmen.com"
数据产品经理,京东物流招聘,30k-50k,/北京 /,经验10年以上 /,本科及以上 /,全职,"
五险一金，全市班车，年终奖，公司氛围好","
岗位描述：
一、负责物流大数据产品体系整体规划和设计
1、关注市场竞争格局，进行行业调研，为产品体系整体建设提供有效输入
2、对现有产品进行评估，提出改进方案，持续优化用户体验
3. 持续挖掘物流数据价值，对内支持运营决策，对外赋能合作伙伴
二、制定物流大数据产品规划，负责产品生命周期管理
1、负责制定产品规划、产品方案撰写、需求分析及设计工作
2、负责产品功能定义，产品需求的收集、提炼和整理
3、组织产品实施，跟踪产品开发进度，推动产品项目如期上线
三、组织推动项目落地
1、协调研发团队及相关资源，确保项目按计划推进
2、负责产品宣介及培训，产品推广工作支持
任职要求：
1、10年及以上相关工作经验
2、熟悉数据分析及数据可视化专业领域，并能将其体现在产品规划及设计上
3、具备较强的数据洞察力，能从数据视角发现问题并且提出解决方案
4、对市场上现有数据分析产品、分析方法和趋势有较深认识
5、熟悉大数据体系架构及产品特点
6、有数据分析挖掘 / 数据仓库 / BI相关 / 算法实际工作经验者优先
7、有大型互联网/相关物流背景经验的优先
8、有强烈的主人翁意识、打造卓越产品的热情、爱好挑战，具备良好的学习能力及抗压能力","北京 - 大兴区 - 亦庄 - 亦庄经济开发区朝林广场A座
","京东物流
物流丨运输
上市公司
2000人以上
http://www.jdwl.com"
数据产品经理,微店招聘,20k-35k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
薪资可谈","
岗位职责
1. 构建业务的指标体系，负责各类相关数据的收集、梳理、分析及可视化的呈现；
2. 基于公司战略方向，挖掘用户和业务部门的需求，通过数据发现业务发展的问题与机会，设计产品提供辅助业务决策；
3. 规划电商数据产品体系，负责数据产品体系建设，满足业务不断发展数据化运营，同时提供卖家提供优质的数据产品服务。

职位要求：
1. 具备良好的数据敏感度和业务视野，能够敏锐的捕获数据价值和产品机会；
2. 具备良好逻辑思维能力、抽象能力、数据分析能力；
3. 理解客户需求,能够以客户需求为产品规划和设计出发点；
4. 熟悉互联网或数据产品整体实现过程；
5. 有数据产品相关工作经验3年及以上,有互联网、电商行业经验。","杭州 - 西湖区 - 西溪 - 西溪谷国际商务中心G座3楼
","微店
电商
C轮
500-2000人
http://hr.weidian.com"
数据产品经理（画像方向）,美菜网招聘,20k-40k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
完成6轮融资待上市 仓储物流互联网于一体","
工作职责:
1、主要是负责画像相关的工作（用户画像、商品画像、销售画像等），以下简称画像
2、负责画像相关的数据产品，搭建画像产品的特征数据和产品体系；
3、调研和分析业务场景，整合数据资源，建设特征库，为业务部门提供数据服务、提供数据工具；
4、设计和规划画像产品，跟进产品开发，协调资源，确保产品上线；
5、推动和指导画像产品不断创新并有效落地；长期持续优化产品。
6、分析业务数据，明确并跟踪业务指标，为产品的数据指标负责。

任职资格:
1、本科及以上学历，3年以上数据产品相关工作经验，统计、数学、计算机相关专业优先；
2、对数据挖掘有一定经验，熟悉画像产品相关的应用方向，如分群工具、营销、推荐等;
3、良好的数据思维、分析能力、逻辑思维能力，SQL等技能必备，有算法和技术背景更佳；
4、沟通能力强，有较强的团队协作意识，有良好的数据思维，对业务场景、数据价值有较深的认识，在画像数据应用上具备前瞻性和创新能力；
5、具备极强的目标导向，有较强的A/B Test知识与经验优先；
6、有标签系统、营销系统、分析系统等相关产品设计、运营经验优先。","北京 - 朝阳区 - 安贞 - 安贞路安贞西里五区1号楼新华金融大厦3F
","美菜网
电商
D轮及以上
2000人以上
http://www.meicai.cn/"
数据产品经理,多点Dmall招聘,15k-25k,/成都 /,经验3-5年 /,本科及以上 /,全职,"
前瞻性","
岗位职责：
1、建设全面、完善、精细的用户分析体系，实现对用户人群的精准分析、画像并建设相关精准分析系统，和研发团队、业务团队协作配合推进相关产品的建设以及应用工作；
2、建设针对用户运营的智能触达产品体系，实现多渠道触达，拓展触达渠道，和算法团队协作提升触达ROI；
3、实现上述产品及体系的平台化，以SAAS模式开展对平台商户的服务。
任职资格
1、本科以上学历，3年以上互联网数据产品经验；对数据挖掘、机器学习等基本概念了解，对数据分析和应用敏感，对人群划分、人群精准分析、人群触达、会员运营等方面有所了解；
2、有丰富的互联网需求分析、产品策划和运营经验，产品部门规划，有过成功的数据类产品规划经验者优先；
3、熟悉用户画像产品整体实现过程，包括从需求分析到模型开发、产品发布及应用；
4、有敏锐的市场洞察能力，严密的逻辑分析能力，良好的沟通协作能力和团队协作意识；
5、强大的抗压能力，高度的责任感，积极的学习能力，人靠谱；
6、对机器学习算法有应用经验者、了解算法基本机制及应用者优先。","成都 - 高新区 - 成都市高新区天府大道中段666号希顿国际广场B座8层
","多点Dmall
电商,消费生活
C轮
成立，获天使轮融资1亿美金，同日多点App北京站上线。(天使轮)
500-2000人
http://www.dmall.com"
数据分析产品经理,思迪信息大数据产品部招聘,10k-20k,/深圳 /,经验1-3年 /,本科及以上 /,全职,"
六险一金","
工作内容：
1、负责国内外上市公司、股票、基金、债券等金融相关数据进行收集、整理和分类；

2、根据业务需求和相关算法模型公式，对原始数据进行加工、清洗工作；

3、协助处理项目反馈的数据问题，保证数据质量和精准度；

4、搭建和完善数据采集平台，保证平台的高效和稳定性；
  招聘要求：
1、本科及以上学历，2年(从毕业时间开始计算)以上互联网或软件行业产品经理等相关的工作经验。
2、具备良好的学习能力以及业务结合能力，善于数据挖掘、 数据分析、数据建模、 具备独立撰写数据分析报告能力；
3、熟悉需求文档编写，熟练使用Axure、MindManager、Visio等产品设计类软件；
4、有较强的综合分析能力、文字表达能力及沟通协调能力
5、对数据敏感，具备较强的逻辑分析及数据报告输出；
6、有熟悉证券，期货，基金业务并有金融运营数据分析经验者优先","深圳 - 南山区 - 深圳湾科技生态园9栋B4座14楼
","思迪信息
移动互联网,金融
未融资
500-2000人
http://www.thinkive.com/"
【外卖】高级数据产品经理,美团点评外卖事业部招聘,20k-40k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
发展空间大","
岗位职责
1、协调业务和数据研发，通过流程化、工具化、自动化的思路，让数据供应做到高效、准确、信息充分透明；
2、主动深入业务，理解业务运作逻辑，提供提升数据一致性和准确性的流程和方法建议；
3、优化数据采集和埋点方案，并跟进数据质量和埋点；
4、负责收集和挖掘各业务线的数据需求，协调数据分析师和数据开发团队完成需求，根据业务需要协助制定数据运营策略，规划和完善数据平台；
5、抽象数据分析需求，形成数据产品，通过数据描绘出整个业务流程、用户行为和重点环节的转化，帮助业务方更深刻的理解、使用和运营数据；
6、从客户角度出发，规划和设计数据增值类商业产品，赋能客户经营。

职位要求：
1、本科及以上学历，2年以上数据产品工作经验，统计、数学、计算机相关专业优先；
2、良好的数据敏感度，了解大数据相关的基础知识，熟悉常见的数据分析和处理方法，有数据质量控制意识；熟练使用MYSQL，熟悉业内埋点方案的使用场景，参与制定过产品埋点方案及规范设计；
3、主动性强，能深刻理解业务，对数据化运营有一定了解；善于梳理总结形成流程或规范以便前瞻性解决类似问题；
4、自我驱动，有owner意识，交付能力强，面对复杂情况能够独立工作，结果导向，跨团队与部门的沟通能力强，有较强的团队协作意识和能力。","北京 - 朝阳区 - 望京东路4号院科创大厦A座
","美团点评
消费生活
上市公司
2000人以上
http://www.meituan.com"
数据产品经理,阅文集团招聘,15k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
大平台，福利好，领导nice","
工作职责:
1、为渠道投放提供数据支持和策略支持；
2、跟进APP各类指标变化，定期输出日报、周报、月报等；
3、紧密关注数据变化，及时发现背后原因，进行数据分析及预测；
4、结合业务需求进行专项分析；
5、参与基础维度指标体系的搭建，包括指标、维度、口径的定义等数据规范，确保数据质量。
任职资格:
1、本科及以上学历，统计、计算机相关专业；
2、具有3年以上互联网行业数据分析经验，有渠道推广相关数据分析经验优先；
3、熟练使用SQL等数据查询语言，熟练使用Excel，至少熟练使用一门统计软件；
4、对数据敏感，逻辑清晰，工作积极主动，具备良好的沟通协调和执行能力。","北京 - 朝阳区 - 亚运村 - 朝阳区天辰东路7号国家会议中心北区7层
","阅文集团
文娱丨内容
上市公司
500-2000人
https://join.yuewen.com"
数据治理产品经理,京东数字科技招聘,20k-40k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
公司平台大","
岗位职责：
1、负责数据治理相关产品的需求调研、规划设计并推动技术团队将产品落地，保证数据治理平台与其它数据产品有机融合；
2、整合内部数据产品和外部用户需求，建设符合金融云ToB场景的数据治理平台；
3、负责数据治理相关产品在客户侧的咨询和实施交付，保证客户的满意度。
4、负责产品所在市场环境分析、行业分析和竞品分析，对产品进行适时调整和持续完善；

岗位要求：
1、全日制大学本科及以上学历，计算机及相关专业优先；
2、3年以上大数据和数据治理相关产品经理工作经验；
3、熟悉Hadoop大数据平台、ETL和数仓建模等理论和技术；
4、深入理解数据质量、元数据、数据标准、数据安全等数据治理和数据资产管理相关知识，具备丰富的相关产品设计、建设和实施推行经验；
5、良好的商业敏感度，能够独立完成数据治理产品的需求调研、市场分析、用户调研、产品设计、效果评估等工作；
6、具备ToB产品经验，熟悉银行、政府等数据管控和相关技术者优先。","北京 - 大兴区 - 北京市经济开发区科创十一街京东大厦
","京东数字科技
金融
上市公司
2000人以上
http://jr.jd.com/"
大数据产品经理,大汉电商技术中心招聘,8k-15k,/长沙 /,经验3-5年 /,本科及以上 /,全职,"
周末双休五险一金定期体检节日福利交通补贴","
岗位职责：
负责大数据相关产品设计，进行需求分析，提炼需求，输出需求文档和产品原型；
对接新的业务需求，通过数据分析提出创新性的解决方案，并形成数据产品；
负责基础数据产品设计规划，包括搭建流量数据的埋点数据收集，总体分析体系，可视化应用，指标监控等工作，推动核心指标的数据化运营能力；
负责协调技术部门和业务部门，不断优化产品体验；
具备产品的逻辑思维能力，沟通协调能力，推动产品落地能力。
要求：
本科及以上，三年以上技术或数据产品经验；
对数据敏感，具备较强的逻辑分析及数据报告输出，能够基于对数据及数据需求抽象建立数据产品原型；
具备产品设计的相关知识，良好的沟通能力；
熟练使用软件完成需求文档、产品原型等产品资料的输出；
具备技术背景或2B业务背景优先。","长沙 - 望城区 - 经济开发区普瑞大道西金桥国际
","大汉电商
电商,移动互联网
A轮
50-150人
http://www.ddmg.com"
数据产品经理,积惠多大数据招聘,15k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
零售行业，发展前景好，团队和谐","
工作职责：
1.依据业务逻辑和流程，挖掘和提炼用户需求，梳理数据产品的应用场景、使用流程
2.负责数据产品的规划、设计和生命周期管理
3.搭建和运营沟通渠道，与用户沟通需求、收集反馈，与研发协作完成产品迭代落地
4.结合用户需求和产品技术架构，完成产品的概念设计和原型设计
5.管理用户需求，协调各部门，跟进产品的整个周期：需求、设计、开发、测试、发布和运营
6.撰写和维护产品相关文档：PRD、原型、用户手册
任职资格：
1.统招大学本科以上，计算机相关专业优先
2.有良好的产品设计和分析思路，有较强的逻辑分析能力，优秀的沟通能力、跨部门协作能力、项目管理能力和表达能力
3.良好的业务理解能力，对数据敏感
4.2年以上数据产品经理经验，数据平台类产品优先
5.了解数据平台建设相关领域：数据仓库、数据集成、数据建模和数据可视化
6.了解现今流行的数据相关技术：Hadoop/Hbase/Hive/Spark等
7.了解关系数据库：Mysql/Oracle/SQL Server
8.有零售或者电商行业经验优先","北京 - 朝阳区 - 劲松 - 东三环中路24号双井乐成中心
","积惠多
消费生活
未融资
150-500人
https://www.lagou.com/gon..."
数据产品经理——目的地事业...,去哪儿网目的地事业部招聘,15k-25k,/北京 /,经验1-3年 /,本科及以上 /,全职,"
福利待遇好，发展前景好","

1. 负责公司目的地事业部部分数据系统的搭建、优化和迭代
2. 有一定的数据分析能力，日常酒店业务的数据分析，数据验证；
3. 思维敏捷，沟通能力强，能根据业务需求抽象、提炼，输出实现方案；
4. 协调各团队，推动产品进程的顺利落地和实现

职位要求：
1. 两年及以上的数据产品或数据分析经验；
2. 有独立负责的数据分析或数据平台产品经验，有完整的线上产品；
3. 热爱数据工作，对数据敏感，极强的逻辑思维和数据分析能力；
4. 一定的SQL基础，熟练使用visio等产品常用软件
5. 本科以上学历，理工科专业优先","北京 - 海淀区 - 中关村 - 海淀区苏州街维亚大厦
","去哪儿网
旅游
不需要融资
百度(上市公司)，GGV Capital(C轮)，Mayfield、GSR Ventures、Tenaya Capital(B轮)，Mayfield、GSR Ventures(A轮)
2000人以上
http://www.qunar.com"
资深产品经理-不动产数据,贝壳招聘,30k-50k,/北京 /,经验不限 /,本科及以上 /,全职,"
空间大、发展好","
工作职责:
1、负责不动产数据数据产品规划设计，推进落地；
2、定义并拆解产品目标，设计产品原型，结合各方提解决方案；
3、对数据应用方向进行探索，建设基于不动产数据商业化模式
4、及时对行业相关信息进行搜集及分析，对数据建设给出优化建议；

任职资格:
1、3年以上B端数据产品设计经验、有地图/基础数据产品经验优先；
2、逻辑清晰，擅于从复杂的数据中梳理问题，看到问题本质
3、沟通能力强，能够整合、协同各方资源，推动各个部门协作
4、创新思维，能够不局限现有框架和模式，找到更好的产品方案","北京 - 海淀区 - 北京市海淀区上地五街开拓路11号福道大厦
","贝壳
房产家居
D轮及以上
2000人以上
http://www.ke.com"
产品经理/数据分析师,碧桂园集团数字化管理中心招聘,8k-15k,/佛山 /,经验5-10年 /,本科及以上 /,全职,"
世界500强企业","
一、岗位职责
1、负责地产运营相关平台产品的市场调研、客户调研，同类产品分析，独立完成调研报告；
2、负责地产运营相关平台的规划，通过对业务、市场、客户竞品的了解形成差异化方案；
3、负责地产运营软件产品需求分析和设计，协调完成运营相关软件产品的开发及更新，并完成产品技术文档的编制工作。
4、根据平台各类用户群体的特征，编写对应的服务方案、客户交流等材料；
5、独立完成平台方案的设计文档，输出完整产品定义，指导和推动后续研发到上线工作；
二、任职要求
1、本科及以上学历，有5年以上数据分析平台产品经理工作经验优先；
2、有地产投策、运营、经营、成本、营销客户、维修投诉数据分析相关产品的产品经理、需求分析师、数据分析师经验优先；
3、具有卓越的项目计划、组织、领导、控制能力，能够通过出色的项目管理来达成预定的项目目标；
4、熟练使用数据建模、数据挖掘、数据分析工具；
5、极强的动手能力、学习能力，良好的沟通、协调能力，善于团队协作，做事主动，责任心强，执行力强，抗压能力强；
6、熟练掌握常用办公软件，精通原型设计工具、Office系列软件的使用；","佛山 - 顺德区 - 碧桂园大道1号碧桂园中心
","碧桂园集团数字化管理中心
数据服务,房产家居
不需要融资
2000人以上
https://www.lagou.com/gon..."
数据分析产品经理,福韵数据服务有限公司招聘,8k-15k,/武汉 /,经验1-3年 /,本科及以上 /,全职,"
五险一金，年终奖，培训","
职位简介:
数据产品经理是指跟踪大数据市场动向，市场竞争对手分析，设计和提出产品的创新应用的工作人员。
数据产品经理岗位职责/工作内容
岗位职责：
1. 研究和规划数据产品的功能、服务及所需的业务流程，把握产品定位；
2. 跟踪、分析、挖掘产品的客户需求，并能结合集团整体的业务规划，进行需求评估；
3. 跟踪协调产品研发进度，把握产品质量，协调产品的交付；
4. 配合市场部门做好产品推广策划，为市场部提供技术支持； 
5. 规划产品运营目标与策略，持续改善产品及功能。
任职要求：
1. 大学本科学历以上，5年以上工作经验，计算数学、数理统计和计算机相关专业背景者优先；
2. 丰富的产品管理经验，从需求的确认、产品的原型，PRD的撰写、资源的协调，产品上线后的跟进与项目管理；
3. 对主流大数据产品、BI产品的现状和发展趋势有深入了解；
4. 有负责设计过数据分析、数据挖掘、数据可视化、在线数据相关产品者优先；
5. 追求高品质产品的精神与热情，对行业动态有足够洞察力及敏锐度。
6.能够吃苦耐劳，能出差。
7.有一定英语基础,英语四级。","武汉 - 洪山区 - 珞狮南路 - 野芷湖西路创意天地产业园10-1701
","福韵数据服务有限公司
移动互联网,数据服务
A轮
150-500人
http://www.lagou.com/gong..."
数据产品经理（BI）,美菜网大数据中心招聘,30k-50k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
完成6轮融资待上市 仓储物流互联网于一体","
工作职责:
1、负责数据分析类产品的规划、策略制定、与功能设计及评审；
2、积极寻求改进产品的各种创新的思路和方案；
3、提出解决方案，完整并准确编写需求调研、需求分析、产品策划等各类与自身工作相关的文档，独立有效的地完成策划相关任务；
4、参与产品测试，优化产品可用性，完善产品。

任职资格:
1、本科或以上学历，3年以上数据分析、数据报表产品相关经历，熟悉电商行业的数据指标和分析方法；
2、有企业级软件产品设计经验，财务数据产品设计经验者优先；
3、具备良好的数据敏感度和业务视野，能够敏锐的捕获数据价值和产品机会；
4、有较强的场景抽象能力，熟悉云计算、大型分布式系统的技术架构，有分布式系统开发经验者优先；
5、了解底层数据的架构技术以及应用层数据分析和算法的基本概念优先，能够运用数据作为产品解决业务方运营及决策问题；
6、熟悉电商或其他行业大数据应用场景，有数据仓库、BI、数据挖掘等方面的工作经验者优先；
7、善于沟通，有极强的跨团队协作能力和执行力。","北京 - 朝阳区 - 安贞 - 安贞路安贞西里五区1号楼新华金融大厦3F
","美菜网
电商
D轮及以上
2000人以上
http://www.meicai.cn/"
数据分析产品经理,联想集团Services招聘,20k-25k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
六险一金、带薪年假、弹性工作","
business transformation-数据分析/建模方向
1） 与业务团队沟通协作，准确理解并合理抽象业务需求，设计并输出贴合业务需求的系统解决方案
2） 协调IT等各团队资源落地系统方案，负责UAT测试、项目进度与质量管理等
3） 积累并建设数据主题，发挥数据价值，参与公司数据资产平台的建设和管理
4） 对数据仓库建设、ETL与开发流程等有基本了解
5） 有数据架构设计经验者优先
6） 有大型数据平台项目建设经验者优先","北京 - 海淀区 - 西二旗 - 联想
","联想集团
移动互联网,数据服务
上市公司
2000人以上
http://www.lenovo.com"
数据产品经理,西安带客通网络科技有限公司招聘,10k-16k,/西安 /,经验3-5年 /,本科及以上 /,全职,"
双休，年底双薪，员工旅游","
岗位职责：
1、研究分析各部门实际需求、规划，推进公司数据平台的维护和推进；
2、各方面分析客户端数据，对产品改进提供数据支持；
3、通过数据挖掘和统计报表，提升业务部分的数据透明度；
4、规划产品运营目标与策略，持续改善产品及功能；
5、熟练运用各种内外部数据统计工具；
任职要求：
1. 大学本科学历以上，3年以上工作经验，计算数学、数理统计和计算机相关专业背景者优先；
2. 丰富的产品管理经验，从需求的确认、产品的原型、资源的协调，产品上线后的跟进与项目管理；
3. 对主流大数据产品的现状和发展趋势有深入了解；
4. 有负责设计过数据分析、数据挖掘、数据可视化、在线数据相关产品者优先；
5. 追求高品质产品的精神与热情，对行业动态有足够洞察力及敏锐度。","西安 - 曲江新区 - 中铁第壹国际A座15层1509（B座13层）
","西安带客通网络科技有限公司
移动互联网,广告营销
A轮
15-50人
http://www.lagou.com/gong..."
数据产品经理,360招聘,20k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
平台大 成长快 班车 免费三餐 健身房，","
岗位描述：
1、负责梳理业务逻辑模型、用户画像、管理和建设报表体系等相关工作； 
2、分析各项影响业务最终结果增长的因素，找出影响长期留存的关键节点，给出优化建议，推进落地带来业务提升；
3、构建各种分析和预测模型，通过跟踪和监控重点数据指标，发现潜在的缺陷与机会，为业务决策提供数据支撑。
岗位要求：
1、好奇心强，求知欲强，有钻研探索精神，数学、统计学、计算机相关专业，对数据分析有强烈兴趣者优先；
2、有互联网公司数据分析，商业分析，产品经理，运营经理，策略经理等多方面经验者优先； 
3、性格严谨细致认真，能快速理解业务，发掘业务细节和数据之间的联系； 
4、模型设计与优化能力，精通 SQL，熟练使用 R/Python 进行数据清洗、分析，掌握 Tableau 等 BI 工具。","北京 - 朝阳区 - 酒仙桥 - 酒仙桥路6号院（电子城•国际电子总部）
","360
信息安全
上市公司
2000人以上
http://www.360.cn"
SDK-数据产品经理-游戏广告...,字节跳动招聘,15k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
六险一金，高薪期权，弹性工作，免费三餐","
职位职责：
1、负责游戏广告SDK产品功能、接入流程、数据平台的设计和规划，高度贴合游戏行业个性化需求，产出高质量产品规划和PRD文档；
2、负责游戏广告SDK产品的项目管理，推动技术、测试等相关团队及合作部门按时完成产品研发、高质量上线，完成产品目标；
3、持续跟进客户使用体验和行业竞品功能，提出有价值的优化点。

职位要求：
1、大学本科及以上学历，理工科背景优先，逻辑性强；
2、游戏行业数据相关经验3年以上， 或数据相关3年以上的工作经验优先考虑；
3、广告SDK产品经验优先考虑；
4、工作投入度高，很好的适应能力与抗压能力，善于深度和系统思考、抽象总结、自我驱动。","北京 - 海淀区 - 北京市海淀区丹棱街1号互联网金融中心
","字节跳动
文娱丨内容
C轮
2000人以上
http://www.bytedance.com"
高级数据产品经理,OPPO招聘,20k-40k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
大平台,给力薪酬,海景办公楼,高配健身房","

岗位职责： 
1、负责数据平台类产品的规划和设计 
2、研究互联网化分析平台的设计，推动多个业务领域内的数据平台产品的创新和设计 
3、与各相关部门紧密合作，推进产品的实施和对外合作 
4、根据数据分析和目标导向要求，输出产品和运营策略
任职要求： 
1、3年以上工作经验，工科背景优先 
2、 有较强的交互设计经验和用户体验思维 
3、自我驱动力强，面对复杂情况能够独立工作；沟通能力强，有较强的团队协作意识和能力 
4、热爱数据，喜欢钻研新产品新业务 
5、有开放平台、数据产品设计经验者优先考虑 
6、富有激情和强烈的创新意识 
7、有数据分析或者数据处理经验 ","深圳 - 南山区 - 卓越后海中心
","OPPO
硬件
不需要融资
2000人以上
http://www.oppo.com"
数据产品经理（分析方向）,阅文集团招聘,15k-25k,/北京 /,经验不限 /,本科及以上 /,全职,"
大平台、行业第一、领导nice","
工作职责:
1、承接业务需求，进行常规和专项数据分析，产出有价值的分析结果；

2、测业务的日常数据，关注数据波动并能够及时分析和解读数据异常；

3、构建数据体系，并通过数据分析进行数据价值挖掘、建模，提供策略支持。
任职资格:

1、本科及以上学历，理科背景， 计算机科学、数据科学、统计学等专业优先 ；

2、1年以上互联网数据分析经验，具备数据生成、校验、可视化分析、异常排查、总结归纳能力；

3、工作积极主动，细心踏实，具备高度的工作责任心，逻辑清楚，思维缜密，数据敏感度高；

4、掌握一定的数理统计、数据分析、挖掘建模方法，熟悉使用SQl语句；

5、较好的总结和报告撰写能力，熟练使用excel、word、ppt等工作软件。","北京 - 朝阳区 - 亚运村 - 朝阳区天辰东路7号国家会议中心北区7层
","阅文集团
文娱丨内容
上市公司
500-2000人
https://join.yuewen.com"
数据产品经理—目的地事业部...,去哪儿网目的地事业部招聘,15k-25k,/北京 /,经验1-3年 /,本科及以上 /,全职,"
核心团队，老板nice","

1. 负责公司目的地事业部数据品台、BI系统、查询系统、可视化工具等等的搭建、优化和迭代；
2. 完善目的地业务核心指标体系，搜集需求并持续优化；
3. 根据业务需求进行抽象、提炼，并提供产品化的数据解决方案；
4. 协调各团队，推动产品进程的顺利落地和实现。
职位要求：
1. 一年及以上的数据产品或数据分析经验；
2. 有独立负责的数据分析或数据平台产品经验，有完整的线上产品；
3. 热爱数据工作，对数据敏感，有极强的逻辑思维和数据分析能力；
4. 本科以上学历，理工科专业优先。","北京 - 海淀区 - 中关村 - 海淀区苏州街维亚大厦
","去哪儿网
旅游
不需要融资
百度(上市公司)，GGV Capital(C轮)，Mayfield、GSR Ventures、Tenaya Capital(B轮)，Mayfield、GSR Ventures(A轮)
2000人以上
http://www.qunar.com"
